id,type,reactions,comments,shares,likes,loves,wows,hahas,sads,angrys
5670,video,22,0,0,22,0,0,0,0,0
5671,video,168,449,188,111,57,0,0,0,0
5672,photo,11,0,0,11,0,0,0,0,0
5673,photo,18,0,0,18,0,0,0,0,0
5674,photo,20,0,0,19,1,0,0,0,0
5675,photo,33,0,0,33,0,0,0,0,0
5676,photo,13,0,0,13,0,0,0,0,0
5677,photo,11,0,0,11,0,0,0,0,0
5678,photo,11,0,0,11,0,0,0,0,0
5679,video,187,722,176,108,77,0,2,0,0
5680,photo,4,0,0,4,0,0,0,0,0
5681,photo,7,0,0,7,0,0,0,0,0
5682,photo,36,2,1,36,0,0,0,0,0
5683,video,55,0,5,53,2,0,0,0,0
5684,video,287,709,196,171,109,0,4,1,2
5685,status,137,162,0,136,0,0,1,0,0
5686,photo,7,0,1,7,0,0,0,0,0
5687,photo,18,0,0,18,0,0,0,0,0
5688,photo,241,2,0,234,4,3,0,0,0
5689,photo,8,0,0,8,0,0,0,0,0
5690,photo,11,0,0,11,0,0,0,0,0
5691,photo,19,2,0,19,0,0,0,0,0
5692,video,200,752,184,126,74,0,0,0,0
5693,photo,29,3,0,29,0,0,0,0,0
5694,photo,9,0,0,8,0,1,0,0,0
5695,video,187,415,264,114,70,1,2,0,0
5696,photo,14,0,0,14,0,0,0,0,0
5697,photo,21,2,0,19,2,0,0,0,0
5698,photo,31,4,0,31,0,0,0,0,0
5699,video,48,0,3,48,0,0,0,0,0
5700,video,170,1762,257,110,54,1,5,0,0
5701,photo,11,0,0,10,1,0,0,0,0
5702,photo,4,0,0,4,0,0,0,0,0
5703,photo,16,0,0,16,0,0,0,0,0
5704,photo,27,3,3,27,0,0,0,0,0
5705,video,58,2,0,58,0,0,0,0,0
5706,video,258,470,235,139,117,1,1,0,0
5707,photo,21,0,0,21,0,0,0,0,0
5708,photo,3,0,0,3,0,0,0,0,0
5709,video,46,0,0,46,0,0,0,0,0
5710,video,264,459,200,116,147,1,0,0,0
5711,photo,1,0,0,1,0,0,0,0,0
5712,photo,11,0,0,11,0,0,0,0,0
5713,video,41,0,2,41,0,0,0,0,0
5714,video,196,466,166,128,65,0,1,1,1
5715,photo,10,0,0,10,0,0,0,0,0
5716,photo,11,2,0,11,0,0,0,0,0
5717,video,109,202,167,75,32,0,2,0,0
5718,photo,17,1,0,17,0,0,0,0,0
5719,photo,20,0,0,20,0,0,0,0,0
5720,photo,29,1,0,28,1,0,0,0,0
5721,video,50,0,0,50,0,0,0,0,0
5722,video,6,0,0,6,0,0,0,0,0
5723,video,292,898,262,170,116,3,1,1,1
5724,photo,12,0,0,12,0,0,0,0,0
5725,photo,13,0,0,13,0,0,0,0,0
5726,video,27,0,0,27,0,0,0,0,0
5727,video,7,0,0,7,0,0,0,0,0
5728,video,283,519,295,193,88,1,1,0,0
5729,photo,37,6,0,37,0,0,0,0,0
5730,photo,9,0,0,9,0,0,0,0,0
5731,video,265,664,191,160,101,1,1,1,1
5732,photo,5,0,0,5,0,0,0,0,0
5733,photo,18,1,0,17,1,0,0,0,0
5734,video,386,1912,394,246,137,1,2,0,0
5735,photo,7,0,0,7,0,0,0,0,0
5736,photo,9,0,0,9,0,0,0,0,0
5737,photo,15,3,0,14,1,0,0,0,0
5738,photo,16,0,0,16,0,0,0,0,0
5739,photo,25,2,0,25,0,0,0,0,0
5740,photo,23,0,0,23,0,0,0,0,0
5741,video,432,924,287,252,173,0,6,0,1
5742,photo,15,0,0,15,0,0,0,0,0
5743,photo,23,0,0,23,0,0,0,0,0
5744,photo,17,0,0,17,0,0,0,0,0
5745,video,55,0,3,55,0,0,0,0,0
5746,video,274,1140,300,168,98,0,5,1,2
5747,photo,18,0,0,18,0,0,0,0,0
5748,photo,18,0,0,18,0,0,0,0,0
5749,photo,38,0,0,37,0,0,1,0,0
5750,photo,18,0,0,18,0,0,0,0,0
5751,photo,22,0,0,22,0,0,0,0,0
5752,photo,61,1,1,61,0,0,0,0,0
5753,video,54,0,0,54,0,0,0,0,0
5754,video,431,3450,533,329,90,2,9,0,1
5755,photo,11,0,0,11,0,0,0,0,0
5756,photo,20,0,0,20,0,0,0,0,0
5757,photo,12,0,0,12,0,0,0,0,0
5758,photo,16,1,0,16,0,0,0,0,0
5759,video,330,2409,397,207,118,0,5,0,0
5760,photo,10,0,0,10,0,0,0,0,0
5761,photo,29,0,1,29,0,0,0,0,0
5762,photo,44,0,0,43,1,0,0,0,0
5763,video,43,0,0,43,0,0,0,0,0
5764,video,355,1249,349,245,100,1,5,1,3
5765,photo,51,4,0,51,0,0,0,0,0
5766,photo,16,0,0,16,0,0,0,0,0
5767,photo,83,13,0,80,2,1,0,0,0
5768,photo,42,0,0,40,0,2,0,0,0
5769,photo,24,0,1,22,2,0,0,0,0
5770,video,17,0,0,16,1,0,0,0,0
5771,video,433,1814,451,269,160,0,3,0,1
5772,photo,16,0,0,16,0,0,0,0,0
5773,photo,23,0,1,23,0,0,0,0,0
5774,photo,20,0,0,20,0,0,0,0,0
5775,photo,15,0,0,15,0,0,0,0,0
5776,photo,14,0,0,14,0,0,0,0,0
5777,video,321,1594,318,164,149,3,1,3,1
5778,photo,30,1,0,30,0,0,0,0,0
5779,photo,10,0,0,10,0,0,0,0,0
5780,photo,33,0,0,32,1,0,0,0,0
5781,photo,37,4,0,37,0,0,0,0,0
5782,video,45,2,0,45,0,0,0,0,0
5783,video,8,0,0,8,0,0,0,0,0
5784,video,22,0,0,22,0,0,0,0,0
5785,video,337,2638,270,175,156,1,4,0,1
5786,photo,18,3,0,18,0,0,0,0,0
5787,video,233,1039,280,161,70,0,1,1,0
5788,photo,29,0,0,29,0,0,0,0,0
5789,video,276,306,285,158,113,2,2,1,0
5790,video,158,234,92,108,48,0,2,0,0
5791,photo,19,0,0,19,0,0,0,0,0
5792,photo,35,0,0,35,0,0,0,0,0
5793,photo,41,5,0,41,0,0,0,0,0
5794,video,26,0,0,26,0,0,0,0,0
5795,video,244,1356,332,176,67,1,0,0,0
5796,photo,22,1,1,22,0,0,0,0,0
5797,photo,29,0,1,29,0,0,0,0,0
5798,video,40,0,0,40,0,0,0,0,0
5799,video,256,2979,434,195,50,2,9,0,0
5800,photo,12,0,0,12,0,0,0,0,0
5801,video,15,0,0,15,0,0,0,0,0
5802,video,19,0,0,19,0,0,0,0,0
5803,video,226,359,342,149,73,1,3,0,0
5804,photo,26,0,1,26,0,0,0,0,0
5805,photo,22,3,0,22,0,0,0,0,0
5806,photo,46,10,1,46,0,0,0,0,0
5807,video,54,0,0,54,0,0,0,0,0
5808,video,335,2112,597,201,131,1,2,0,0
5809,photo,13,1,0,13,0,0,0,0,0
5810,video,38,0,0,38,0,0,0,0,0
5811,video,223,1950,433,155,64,1,0,1,2
5812,photo,14,0,0,13,1,0,0,0,0
5813,photo,11,0,0,11,0,0,0,0,0
5814,photo,13,0,0,13,0,0,0,0,0
5815,video,160,326,300,127,32,1,0,0,0
5816,photo,8,0,0,7,1,0,0,0,0
5817,photo,24,2,1,23,1,0,0,0,0
5818,photo,24,3,0,23,1,0,0,0,0
5819,video,36,0,0,35,1,0,0,0,0
5820,video,8,0,0,8,0,0,0,0,0
5821,video,269,783,357,146,117,1,3,1,1
5822,photo,36,3,0,35,1,0,0,0,0
5823,photo,12,0,0,11,1,0,0,0,0
5824,video,135,245,133,66,64,1,4,0,0
5825,photo,22,0,0,22,0,0,0,0,0
5826,video,34,0,0,34,0,0,0,0,0
5827,video,230,1562,322,140,90,0,0,0,0
5828,photo,50,0,0,44,0,0,6,0,0
5829,photo,19,0,0,18,1,0,0,0,0
5830,photo,15,0,0,14,1,0,0,0,0
5831,photo,13,1,0,12,1,0,0,0,0
5832,video,1,0,0,0,1,0,0,0,0
5833,video,182,443,135,91,89,2,0,0,0
5834,photo,24,0,0,22,2,0,0,0,0
5835,photo,33,0,1,32,1,0,0,0,0
5836,video,42,0,0,41,1,0,0,0,0
5837,video,249,1244,469,143,103,2,1,0,0
5838,photo,17,0,0,17,0,0,0,0,0
5839,photo,19,0,2,19,0,0,0,0,0
5840,video,34,0,0,33,1,0,0,0,0
5841,video,322,1503,491,201,113,1,2,2,3
5842,photo,9,0,0,9,0,0,0,0,0
5843,photo,43,2,0,43,0,0,0,0,0
5844,video,385,1651,489,230,146,2,4,2,1
5845,photo,38,3,1,38,0,0,0,0,0
5846,video,40,0,0,40,0,0,0,0,0
5847,video,166,1199,348,131,35,0,0,0,0
5848,photo,17,1,0,17,0,0,0,0,0
5849,photo,23,0,0,23,0,0,0,0,0
5850,video,8,0,0,7,1,0,0,0,0
5851,video,169,293,195,99,69,0,1,0,0
5852,photo,23,4,0,23,0,0,0,0,0
5853,photo,17,1,0,17,0,0,0,0,0
5854,photo,28,0,3,28,0,0,0,0,0
5855,photo,50,3,0,50,0,0,0,0,0
5856,video,79,0,0,79,0,0,0,0,0
5857,video,219,1172,274,114,104,1,0,0,0
5858,photo,24,0,0,24,0,0,0,0,0
5859,photo,29,4,0,29,0,0,0,0,0
5860,video,85,0,0,84,1,0,0,0,0
5861,video,185,519,301,134,46,0,4,1,0
5862,photo,14,0,0,14,0,0,0,0,0
5863,video,193,800,336,126,64,0,3,0,0
5864,photo,13,1,0,13,0,0,0,0,0
5865,photo,50,1,0,49,1,0,0,0,0
5866,video,206,525,265,147,56,0,3,0,0
5867,video,46,0,0,46,0,0,0,0,0
5868,video,151,667,195,106,45,0,0,0,0
5869,photo,31,3,0,30,1,0,0,0,0
5870,photo,32,1,0,32,0,0,0,0,0
5871,video,255,505,187,168,80,5,1,0,1
5872,video,144,271,90,120,22,1,1,0,0
5873,photo,11,0,0,11,0,0,0,0,0
5874,video,9,0,0,9,0,0,0,0,0
5875,video,64,100,68,57,7,0,0,0,0
5876,photo,9,0,0,9,0,0,0,0,0
5877,photo,11,0,0,11,0,0,0,0,0
5878,video,27,0,0,27,0,0,0,0,0
5879,video,8,0,0,8,0,0,0,0,0
5880,video,253,1051,334,155,93,1,3,0,1
5881,photo,35,2,1,35,0,0,0,0,0
5882,photo,26,1,1,25,1,0,0,0,0
5883,video,248,1382,299,182,65,0,1,0,0
5884,photo,36,0,0,36,0,0,0,0,0
5885,video,180,307,217,153,25,0,1,0,1
5886,photo,28,0,0,28,0,0,0,0,0
5887,photo,45,6,2,43,1,1,0,0,0
5888,video,389,2798,564,233,152,0,2,0,2
5889,photo,34,0,0,34,0,0,0,0,0
5890,photo,23,1,0,22,1,0,0,0,0
5891,photo,44,2,0,42,2,0,0,0,0
5892,video,520,2546,659,353,156,5,4,1,1
5893,video,116,337,109,78,37,0,0,1,0
5894,photo,20,0,0,19,1,0,0,0,0
5895,video,339,1082,423,213,119,0,6,1,0
5896,video,28,0,0,27,1,0,0,0,0
5897,video,156,286,76,108,42,0,6,0,0
5898,photo,42,0,0,40,2,0,0,0,0
5899,photo,15,0,0,14,1,0,0,0,0
5900,photo,38,1,0,37,1,0,0,0,0
5901,video,305,1415,418,186,117,1,1,0,0
5902,video,15,0,0,14,1,0,0,0,0
5903,video,2,0,0,2,0,0,0,0,0
5904,video,4,0,0,4,0,0,0,0,0
5905,video,171,236,82,70,100,0,1,0,0
5906,photo,7,0,0,7,0,0,0,0,0
5907,video,9,0,0,9,0,0,0,0,0
5908,video,423,1661,584,266,152,0,2,1,2
5909,video,22,2,0,22,0,0,0,0,0
5910,video,136,250,51,102,32,0,1,1,0
5911,photo,27,0,0,26,0,0,0,1,0
5912,video,15,0,0,15,0,0,0,0,0
5913,video,285,1293,295,167,111,1,5,0,1
5914,video,128,200,63,59,67,1,1,0,0
5915,photo,18,1,0,18,0,0,0,0,0
5916,photo,5,0,0,5,0,0,0,0,0
5917,video,325,798,354,200,120,0,4,0,1
5918,photo,17,4,1,17,0,0,0,0,0
5919,photo,15,0,0,15,0,0,0,0,0
5920,video,204,1200,307,162,39,1,2,0,0
5921,photo,17,0,0,17,0,0,0,0,0
5922,video,186,325,253,109,71,0,3,1,2
5923,photo,18,0,0,18,0,0,0,0,0
5924,video,11,0,0,10,1,0,0,0,0
5925,video,129,299,117,100,26,1,1,1,0
5926,video,34,0,0,34,0,0,0,0,0
5927,video,297,1133,444,216,75,1,4,0,1
5928,photo,19,0,0,19,0,0,0,0,0
5929,photo,18,0,1,18,0,0,0,0,0
5930,video,25,0,0,25,0,0,0,0,0
5931,video,260,1493,338,142,111,0,4,1,2
5932,photo,24,0,0,24,0,0,0,0,0
5933,video,17,0,0,17,0,0,0,0,0
5934,video,148,390,210,123,24,1,0,0,0
5935,photo,7,0,0,7,0,0,0,0,0
5936,photo,17,0,0,17,0,0,0,0,0
5937,video,217,885,248,134,78,2,3,0,0
5938,photo,25,0,0,25,0,0,0,0,0
5939,photo,29,2,0,28,0,1,0,0,0
5940,video,223,349,251,156,61,3,1,0,2
5941,photo,11,0,0,11,0,0,0,0,0
5942,photo,17,0,0,17,0,0,0,0,0
5943,photo,17,0,1,16,0,1,0,0,0
5944,video,23,0,0,23,0,0,0,0,0
5945,video,275,1113,431,168,105,0,1,1,0
5946,photo,17,0,0,17,0,0,0,0,0
5947,photo,18,0,1,18,0,0,0,0,0
5948,photo,23,0,1,23,0,0,0,0,0
5949,video,300,1532,281,212,82,4,0,2,0
5950,video,14,0,0,14,0,0,0,0,0
5951,video,212,306,303,125,85,1,1,0,0
5952,photo,29,2,0,29,0,0,0,0,0
5953,photo,17,0,0,17,0,0,0,0,0
5954,photo,25,1,0,24,1,0,0,0,0
5955,video,50,0,0,50,0,0,0,0,0
5956,video,306,1259,319,183,119,0,2,1,1
5957,photo,36,2,0,34,0,0,0,2,0
5958,video,9,0,0,9,0,0,0,0,0
5959,photo,44,2,1,44,0,0,0,0,0
5960,photo,23,1,0,23,0,0,0,0,0
5961,video,314,1488,446,206,106,0,0,0,2
5962,photo,20,0,1,19,1,0,0,0,0
5963,photo,20,0,0,19,0,1,0,0,0
5964,photo,18,0,0,18,0,0,0,0,0
5965,photo,31,0,0,30,0,1,0,0,0
5966,photo,24,2,1,24,0,0,0,0,0
5967,video,36,0,0,36,0,0,0,0,0
5968,video,413,1934,542,248,160,0,3,1,1
5969,photo,9,1,1,9,0,0,0,0,0
5970,photo,26,0,0,25,1,0,0,0,0
5971,video,45,1,0,45,0,0,0,0,0
5972,video,331,1082,522,238,90,1,2,0,0
5973,photo,30,8,0,30,0,0,0,0,0
5974,photo,15,2,0,15,0,0,0,0,0
5975,photo,23,1,1,23,0,0,0,0,0
5976,photo,17,2,0,17,0,0,0,0,0
5977,video,307,847,440,183,117,1,6,0,0
5978,video,33,0,0,33,0,0,0,0,0
5979,video,128,229,229,112,16,0,0,0,0
5980,video,17,0,0,17,0,0,0,0,0
5981,photo,17,0,0,17,0,0,0,0,0
5982,video,17,0,0,17,0,0,0,0,0
5983,video,292,1194,379,150,133,0,9,0,0
5984,photo,36,3,1,36,0,0,0,0,0
5985,video,248,592,302,160,85,0,3,0,0
5986,video,172,1056,258,68,100,3,1,0,0
5987,photo,10,1,0,10,0,0,0,0,0
5988,photo,13,1,1,13,0,0,0,0,0
5989,video,35,0,0,35,0,0,0,0,0
5990,video,275,625,491,161,114,0,0,0,0
5991,photo,16,0,1,16,0,0,0,0,0
5992,photo,27,1,1,27,0,0,0,0,0
5993,photo,34,1,1,34,0,0,0,0,0
5994,photo,39,2,0,39,0,0,0,0,0
5995,video,30,1,0,30,0,0,0,0,0
5996,video,412,1680,553,255,153,2,2,0,0
5997,photo,13,0,0,13,0,0,0,0,0
5998,photo,20,0,1,20,0,0,0,0,0
5999,photo,9,0,0,9,0,0,0,0,0
6000,video,272,339,158,156,112,3,1,0,0
6001,video,268,816,529,188,73,2,3,1,1
6002,video,19,0,0,19,0,0,0,0,0
6003,video,249,1209,431,163,85,0,1,0,0
6004,photo,10,1,0,10,0,0,0,0,0
6005,photo,13,0,0,13,0,0,0,0,0
6006,photo,40,2,0,40,0,0,0,0,0
6007,video,333,1307,492,233,96,1,2,0,1
6008,video,207,391,259,127,77,2,0,1,0
6009,photo,27,2,0,27,0,0,0,0,0
6010,photo,38,4,0,38,0,0,0,0,0
6011,video,25,0,0,24,1,0,0,0,0
6012,video,407,1374,757,283,117,3,4,0,0
6013,photo,12,0,0,12,0,0,0,0,0
6014,photo,9,1,0,8,1,0,0,0,0
6015,video,26,0,0,25,1,0,0,0,0
6016,video,241,383,257,106,135,0,0,0,0
6017,photo,3,0,0,3,0,0,0,0,0
6018,photo,15,3,0,15,0,0,0,0,0
6019,video,267,859,426,197,67,0,2,1,0
6020,photo,23,1,0,23,0,0,0,0,0
6021,video,3,0,0,3,0,0,0,0,0
6022,video,10,0,0,10,0,0,0,0,0
6023,video,214,779,377,143,68,2,1,0,0
6024,photo,5,1,0,5,0,0,0,0,0
6025,photo,11,0,0,10,1,0,0,0,0
6026,video,248,433,303,172,73,0,3,0,0
6027,photo,16,0,0,16,0,0,0,0,0
6028,photo,20,0,0,20,0,0,0,0,0
6029,video,212,1006,496,178,32,1,0,0,1
6030,photo,14,0,0,14,0,0,0,0,0
6031,video,13,0,0,13,0,0,0,0,0
6032,video,282,1591,438,168,109,2,0,3,0
6033,photo,25,1,0,25,0,0,0,0,0
6034,photo,8,0,0,8,0,0,0,0,0
6035,video,20,0,0,20,0,0,0,0,0
6036,video,224,545,231,108,111,2,2,0,1
6037,photo,14,0,0,14,0,0,0,0,0
6038,photo,21,0,0,21,0,0,0,0,0
6039,video,23,1,0,23,0,0,0,0,0
6040,video,195,294,274,115,77,1,2,0,0
6041,video,14,0,0,13,1,0,0,0,0
6042,photo,11,0,0,11,0,0,0,0,0
6043,video,42,1,0,41,1,0,0,0,0
6044,video,160,1183,217,81,79,0,0,0,0
6045,photo,9,0,0,9,0,0,0,0,0
6046,photo,31,0,0,31,0,0,0,0,0
6047,video,182,1142,346,107,70,1,4,0,0
6048,video,29,0,0,29,0,0,0,0,0
6049,video,214,1550,388,157,56,1,0,0,0
6050,photo,10,1,0,10,0,0,0,0,0
6051,video,159,175,233,122,36,0,1,0,0
6052,photo,22,1,0,21,1,0,0,0,0
6053,photo,14,0,0,14,0,0,0,0,0
6054,photo,16,1,1,16,0,0,0,0,0
6055,video,13,0,0,13,0,0,0,0,0
6056,video,135,214,159,91,42,1,1,0,0
6057,photo,8,0,0,8,0,0,0,0,0
6058,video,233,1168,404,155,76,2,0,0,0
6059,photo,12,0,1,12,0,0,0,0,0
6060,photo,33,1,0,33,0,0,0,0,0
6061,video,336,1532,428,226,104,2,2,1,1
6062,video,26,0,0,25,1,0,0,0,0
6063,video,233,405,333,181,48,3,1,0,0
6064,photo,19,1,0,19,0,0,0,0,0
6065,photo,20,0,0,20,0,0,0,0,0
6066,video,183,908,266,122,58,0,2,0,1
6067,photo,25,2,0,25,0,0,0,0,0
6068,photo,16,2,0,16,0,0,0,0,0
6069,photo,49,4,0,49,0,0,0,0,0
6070,video,295,1357,474,235,56,0,2,2,0
6071,photo,22,1,0,22,0,0,0,0,0
6072,photo,14,1,0,14,0,0,0,0,0
6073,video,14,0,0,14,0,0,0,0,0
6074,video,230,1315,348,127,98,0,4,0,1
6075,photo,26,0,0,26,0,0,0,0,0
6076,video,241,336,432,205,33,1,1,1,0
6077,photo,19,0,0,19,0,0,0,0,0
6078,photo,12,2,0,12,0,0,0,0,0
6079,photo,33,3,0,33,0,0,0,0,0
6080,photo,10,3,0,10,0,0,0,0,0
6081,video,166,287,153,91,75,0,0,0,0
6082,photo,5,1,0,5,0,0,0,0,0
6083,photo,32,2,0,32,0,0,0,0,0
6084,video,398,2314,742,320,73,1,3,1,0
6085,video,10,1,0,10,0,0,0,0,0
6086,video,296,1756,422,136,151,1,6,1,1
6087,video,173,221,248,114,53,3,3,0,0
6088,video,29,0,0,29,0,0,0,0,0
6089,video,271,1516,505,172,93,2,1,3,0
6090,photo,19,2,0,19,0,0,0,0,0
6091,video,222,1711,463,163,56,1,2,0,0
6092,photo,23,1,0,23,0,0,0,0,0
6093,video,17,0,0,17,0,0,0,0,0
6094,video,176,171,146,82,89,3,2,0,0
6095,photo,21,0,0,21,0,0,0,0,0
6096,photo,30,0,0,30,0,0,0,0,0
6097,video,394,2379,471,229,159,1,3,1,1
6098,photo,3,0,0,3,0,0,0,0,0
6099,video,211,948,245,154,57,0,0,0,0
6100,photo,24,4,0,24,0,0,0,0,0
6101,video,24,0,0,24,0,0,0,0,0
6102,video,281,1858,339,201,78,0,2,0,0
6103,photo,12,0,0,12,0,0,0,0,0
6104,photo,5,2,0,5,0,0,0,0,0
6105,photo,9,0,0,9,0,0,0,0,0
6106,video,179,306,65,117,60,1,1,0,0
6107,photo,20,1,1,20,0,0,0,0,0
6108,video,12,0,0,12,0,0,0,0,0
6109,video,144,238,113,120,23,1,0,0,0
6110,video,120,126,100,98,20,2,0,0,0
6111,photo,10,0,0,10,0,0,0,0,0
6112,photo,13,2,0,13,0,0,0,0,0
6113,video,13,0,0,13,0,0,0,0,0
6114,video,173,578,153,125,47,0,0,1,0
6115,photo,19,0,0,19,0,0,0,0,0
6116,video,30,0,0,30,0,0,0,0,0
6117,video,232,1045,253,149,81,0,1,0,1
6118,photo,32,6,1,32,0,0,0,0,0
6119,video,6,0,0,6,0,0,0,0,0
6120,photo,15,0,1,15,0,0,0,0,0
6121,video,9,0,0,9,0,0,0,0,0
6122,video,0,0,0,0,0,0,0,0,0
6123,video,241,938,282,134,102,0,5,0,0
6124,photo,18,0,0,18,0,0,0,0,0
6125,video,147,226,207,111,36,0,0,0,0
6126,video,197,505,110,126,63,2,4,1,1
6127,photo,33,1,0,33,0,0,0,0,0
6128,photo,18,3,0,18,0,0,0,0,0
6129,video,242,1153,303,180,58,2,1,0,1
6130,photo,15,1,0,14,1,0,0,0,0
6131,photo,12,1,0,12,0,0,0,0,0
6132,photo,13,0,0,13,0,0,0,0,0
6133,video,202,377,117,116,84,0,2,0,0
6134,photo,23,0,0,23,0,0,0,0,0
6135,photo,7,0,0,7,0,0,0,0,0
6136,photo,9,0,0,9,0,0,0,0,0
6137,video,24,0,0,24,0,0,0,0,0
6138,video,246,1035,322,191,51,1,3,0,0
6139,video,126,266,72,77,48,0,1,0,0
6140,photo,9,0,0,9,0,0,0,0,0
6141,photo,6,0,0,6,0,0,0,0,0
6142,photo,8,0,0,7,1,0,0,0,0
6143,video,22,0,0,22,0,0,0,0,0
6144,video,288,953,304,185,100,1,2,0,0
6145,photo,14,0,0,14,0,0,0,0,0
6146,photo,6,0,0,6,0,0,0,0,0
6147,video,189,410,112,137,50,0,2,0,0
6148,photo,13,0,0,13,0,0,0,0,0
6149,photo,23,0,0,22,1,0,0,0,0
6150,video,22,0,0,22,0,0,0,0,0
6151,video,319,3053,403,213,98,4,2,2,0
6152,photo,11,1,2,11,0,0,0,0,0
6153,photo,23,0,2,23,0,0,0,0,0
6154,video,412,1485,452,288,121,1,1,0,1
6155,video,287,916,286,165,119,0,1,1,1
6156,photo,10,0,0,10,0,0,0,0,0
6157,video,226,238,238,139,83,3,1,0,0
6158,photo,22,0,0,21,1,0,0,0,0
6159,photo,12,0,0,11,1,0,0,0,0
6160,photo,28,5,0,28,0,0,0,0,0
6161,video,14,0,0,14,0,0,0,0,0
6162,video,394,2195,403,269,122,1,2,0,0
6163,photo,31,2,0,31,0,0,0,0,0
6164,photo,18,1,0,17,1,0,0,0,0
6165,photo,4,0,0,4,0,0,0,0,0
6166,video,115,179,64,89,25,1,0,0,0
6167,video,27,0,0,27,0,0,0,0,0
6168,video,370,1049,300,269,94,2,5,0,0
6169,video,165,296,100,89,74,0,2,0,0
6170,photo,13,1,0,13,0,0,0,0,0
6171,video,376,20,3,354,19,3,0,0,0
6172,photo,255,7,4,249,6,0,0,0,0
6173,photo,1704,21,3,1685,15,2,2,0,0
6174,status,205,39,4,197,4,4,0,0,0
6175,photo,336,42,2,285,5,0,0,46,0
6176,status,111,2,1,110,1,0,0,0,0
6177,photo,357,18,9,352,3,1,1,0,0
6178,photo,114,7,0,109,3,2,0,0,0
6179,status,133,7,1,127,6,0,0,0,0
6180,photo,532,32,4,480,47,5,0,0,0
6181,status,231,16,2,216,3,0,0,12,0
6182,photo,684,38,14,676,7,0,1,0,0
6183,photo,1627,30,3,1607,17,3,0,0,0
6184,photo,791,34,2,770,16,5,0,0,0
6185,photo,1404,39,5,1390,12,1,1,0,0
6186,photo,824,106,6,810,10,4,0,0,0
6187,status,295,18,0,288,4,0,0,3,0
6188,photo,1957,124,10,1908,27,21,1,0,0
6189,photo,1730,161,4,1710,12,8,0,0,0
6190,photo,1655,47,4,1632,9,13,1,0,0
6191,status,237,67,1,233,3,1,0,0,0
6192,photo,360,22,10,347,2,5,0,6,0
6193,photo,2635,308,11,2605,19,11,0,0,0
6194,photo,324,45,3,280,0,17,1,19,7
6195,photo,1271,94,9,1249,11,8,2,1,0
6196,photo,851,100,11,834,5,10,2,0,0
6197,photo,1992,36,1,1969,16,7,0,0,0
6198,photo,4315,24,3,4241,51,19,4,0,0
6199,photo,4114,104,3,4054,36,23,0,1,0
6200,photo,95,3,2,90,2,3,0,0,0
6201,photo,111,9,2,107,1,2,1,0,0
6202,photo,796,143,9,791,5,0,0,0,0
6203,photo,508,12,3,499,8,0,1,0,0
6204,photo,2506,287,28,2483,9,12,2,0,0
6205,photo,251,29,5,228,0,3,0,1,19
6206,photo,1244,218,9,1226,5,12,1,0,0
6207,photo,75,2,0,71,3,0,1,0,0
6208,photo,867,90,11,858,1,7,0,0,1
6209,photo,87,5,2,79,3,5,0,0,0
6210,photo,614,78,15,599,7,8,0,0,0
6211,photo,2420,75,17,2392,20,8,0,0,0
6212,photo,86,5,3,80,2,4,0,0,0
6213,photo,488,20,8,484,4,0,0,0,0
6214,photo,157,16,3,145,1,11,0,0,0
6215,photo,547,71,7,535,6,6,0,0,0
6216,photo,1168,104,49,1133,17,17,1,0,0
6217,photo,879,165,18,867,4,8,0,0,0
6218,photo,114,6,1,108,3,3,0,0,0
6219,photo,186,15,1,172,3,11,0,0,0
6220,photo,1985,39,21,1961,11,12,0,1,0
6221,photo,985,71,42,962,5,16,2,0,0
6222,video,376,20,3,354,19,3,0,0,0
6223,photo,255,7,4,249,6,0,0,0,0
6224,photo,1704,21,3,1685,15,2,2,0,0
6225,status,205,39,4,197,4,4,0,0,0
6226,photo,336,42,2,285,5,0,0,46,0
6227,status,111,2,1,110,1,0,0,0,0
6228,photo,357,18,9,352,3,1,1,0,0
6229,photo,114,7,0,109,3,2,0,0,0
6230,status,133,7,1,127,6,0,0,0,0
6231,photo,532,32,4,480,47,5,0,0,0
6232,status,231,16,2,216,3,0,0,12,0
6233,photo,684,38,14,676,7,0,1,0,0
6234,photo,1627,30,3,1607,17,3,0,0,0
6235,photo,791,34,2,770,16,5,0,0,0
6236,photo,1404,39,5,1390,12,1,1,0,0
6237,photo,824,106,6,810,10,4,0,0,0
6238,status,295,18,0,288,4,0,0,3,0
6239,photo,1957,124,10,1908,27,21,1,0,0
6240,photo,1730,161,4,1710,12,8,0,0,0
6241,photo,1655,47,4,1632,9,13,1,0,0
6242,status,237,67,1,233,3,1,0,0,0
6243,photo,360,22,10,347,2,5,0,6,0
6244,photo,2635,308,11,2605,19,11,0,0,0
6245,photo,324,45,3,280,0,17,1,19,7
6246,photo,1271,94,9,1249,11,8,2,1,0
6247,photo,851,100,11,834,5,10,2,0,0
6248,photo,1992,36,1,1969,16,7,0,0,0
6249,photo,4315,24,3,4241,51,19,4,0,0
6250,photo,4114,104,3,4054,36,23,0,1,0
6251,photo,95,3,2,90,2,3,0,0,0
6252,photo,111,9,2,107,1,2,1,0,0
6253,photo,796,143,9,791,5,0,0,0,0
6254,photo,508,12,3,499,8,0,1,0,0
6255,photo,2506,287,28,2483,9,12,2,0,0
6256,photo,251,29,5,228,0,3,0,1,19
